Company Name,Total Worldwide Box Office
Sichuan Aviation Culture Media Advertising Company,"$433,168,672"
Shanghai Fuyi Media,"$433,168,672"
CAAC News,"$433,168,672"
Chong Qing Film Group,"$433,168,672"
Lamb Film,"$433,168,672"
Yunnan Jincai Shijie Pictures,"$433,168,672"
Cinesavvy Inc,"$706,547"
Manon 8,"$3,499,472"
Cineventure 3,"$3,499,472"
The Fertel Foundation,"$722,109"
A Plus Image,"$37,519,726"
UnLtd Productions,"$708,466"
Catapult Film Fund,"$781,912"
Whizbang Films,"$834,953"
Yer Dead,"$834,953"
Charlie Guidance Productions,"$2,039,514"
Race Point Films,"$2,039,514"
Quiet Girls,"$755,235"
ITV Studios Limited,"$701,278"
Coalition Film,"$1,085,506"
Sapan Studio,"$756,803"
Air Loom Enterprises,"$696,921"
Soficinema 9,"$12,754,566"
Ear Goggles Productions,"$696,241"
NDR,"$1,346,308"
Pooja Entertainment,"$3,177,885"
Datari Turner Productions,"$1,004,748"
Baked Studios,"$1,004,748"
Oak Street Pictures,"$1,004,748"
Story Factory,"$694,628"
Gunslinger Productions,"$695,327"
Two Rivers Productions,"$695,327"
Wild at Heart Films,"$695,327"
Wild Swim Films,"$779,033"
Record Player Films,"$703,123"
Gingerbread Pictures,"$703,123"
Moteur S'll Vous Plait,"$2,061,263"
Les Productions du Tresor,"$89,936,461"
Ali Abbas Zafar Films,"$2,924,802"
Vashu Bhagnani,"$2,924,802"
EMA Films,"$685,780"
Artemis,"$3,298,765"
Minerva Productions,"$1,153,834"
The Corporation for Public Broadcasting,"$1,037,529"
Hard Working Movies,"$980,410"
Zipper Brothers,"$899,932"
Imminent Collision,"$675,257"
Entertainment Film Distributors,"$59,442,751"
Minotaur Film,"$3,133,585"
Cougar Films,"$3,129,471"
RTL,"$3,129,471"
Perfect Village Entertainment,"$148,054,763"
Grand Motel,"$1,160,685"
Saga Film,"$7,493,730"
Londinium,"$819,053"
Electric Dynamite,"$816,494"
Rip Cord,"$816,494"
De l’huile,"$1,076,686"
TFX,"$1,076,686"
Cirlic Regions - Regions Centre - Val de Loire,"$14,202,948"
Union Patriot Capital,"$1,709,854"
Mandown Pictures,"$2,734,233"
Tencent Penguin Pictures Co Ltd,"$126,899,450"
et de l'Image animée,"$14,023,143"
Indican Pictures,"$660,581"
Curiosa Films,"$10,865,724"
Samuelson Productions,"$20,722,450"
Radio Television Suisse,"$17,389,552"
Fischio Films,"$1,146,557"
Somewhere Pictures,"$820,714"
Endemol India,"$17,856,688"
ATO Pictures,"$655,802"
Knowmore,"$655,802"
Beijing Sparkle Roll Media Corporation,"$172,663,327"
KTF Films,"$824,950"
Firstsight Films,"$7,875,911"
Classic Media Productions,"$7,875,911"
Xstream Pictures,"$18,036,338"
Prakash Jha Productions,"$16,470,773"
Pierre Grise Productions,"$4,240,145"
Nunavut Department of Economic Development,"$700,541"
Transportation Community Tourism & Cultural Industries Program,"$700,541"
Northwood Entertainment,"$700,541"
Puhitaq,"$700,541"
Jake Steinfeld Productions,"$700,541"
Sandbar Pictures,"$758,832"
Abandon Pictures,"$755,438"
Coup d'Etat Films,"$683,581"
Vineyard Point Productions,"$668,550"
The Federated Indians of Graton Rancheria,"$727,845"
Mead Street Films,"$727,845"
Alebrije,"$2,537,380"
Emperor Motion Picture,"$159,704,876"
MPI Media Group,"$8,622,882"
Zeitgeist Films,"$853,348"
Endless Picnic,"$661,056"
Michel Seydoux,"$661,056"
Runaway Fridge,"$2,898,311"
Rustic Films,"$1,633,992"
Powder Hound Pictures,"$866,537"
Manitoba Film & Music,"$2,642,438"
The Independent Television Service,"$918,665"
Theo Films,"$7,579,553"
Martine Marignac,"$4,230,426"
Maurice Tinchant,"$4,230,426"
Albert Prevost,"$4,230,426"
Ideal Partners,"$704,992"
Dhrama Productions,"$7,678,147"
Dream Sky Pictures,"$403,635,865"
Polaris,"$7,418,672"
Inproduction,"$7,418,672"
TDY Film Produktion,"$7,418,672"
Central Motion Picture Co.,"$11,279,884"
SpotFilms,"$11,279,884"
China Dream Film Culture Industry,"$11,279,884"
BKM,"$5,634,680"
Theatrical Documentary Program,"$858,094"
Loki Films,"$653,895"
Finnish Film Foundation,"$13,548,183"
A Very Good Production,"$624,549"
Alliance Atlantis,"$1,375,635"
DB Entertainment,"$1,375,635"
White Pine Pictures,"$723,828"
Eagle Rock Entertainment,"$2,388,707"
Horseshoe,"$1,025,945"
Ticklish Tale Limited,"$1,025,945"
Fumes,"$1,025,945"
Pocket.watch,"$624,393"
Sunlight Entertainment,"$624,393"
TS Productions,"$3,320,685"
Sleight of Hand Productions,"$1,000,884"
Exposure,"$880,426"
Sputnik,"$13,592,204"
Zhejiang Hengdian World Studios,"$49,362,056"
Maljack Productions,"$613,865"
Fandango Portobello,"$23,157,034"
JMLA,"$680,784"
Leon Recanati Foundation,"$860,949"
Pen India Pvt. Ltd.,"$2,626,364"
KA Productions,"$2,916,251"
Mriga Films,"$922,657"
Left Bank Pictures,"$8,699,961"
Legion M,"$603,525"
Tsuburaya Productions,"$630,341"
VTM,"$10,071,967"
Manon 5,"$22,453,848"
Masterpiece PBS,"$40,538,341"
39 Steps Entertainment,"$1,426,419"
Phantom,"$808,125"
Bhandarkar Entertainment,"$15,835,948"
Codi SpA,"$611,032"
Dark Arts,"$670,122"
Secret Engine,"$701,796"
Torino Film Lab,"$2,490,649"
Sky Atlantic,"$827,260"
VAF,"$10,063,643"
RuckusFilm,"$595,018"
Skellig Rock,"$1,042,774"
Pereira O'Dell Productions,"$1,041,280"
NETSCOUT,"$1,041,280"
Studio 68,"$721,039"
Mitten Media,"$747,889"
Torinofilmlab,"$3,309,824"
The Rogers Group of Funds,"$821,135"
Lieber Films,"$666,178"
Rip Curl,"$666,178"
Corkcicle,"$666,178"
RTE,"$5,491,784"
Shaft Inc,"$26,697,032"
Standard Deviations,"$1,825,141"
SWRL Films,"$868,348"
Seth Gordon,"$589,573"
Dear Rivers Productions,"$589,573"
Redbud Pictures,"$1,561,940"
Zip Cinema,"$61,731,107"
Enjaaz,"$1,122,226"
Dubai Entertainment and Media Organization,"$791,476"
Zbros,"$791,476"
Semtex Films,"$939,745"
Noga Communications,"$1,037,836"
GNK Productions,"$1,340,227"
Mifilifilms,"$610,432"
Alliance Atlantis Vivafilm,"$610,432"
Screen Tasmania,"$1,197,814"
Forager Film Company,"$622,848"
JMC Media,"$576,242"
Ranger Up,"$575,258"
Street Justice Films,"$575,258"
Article 15 Clothing,"$575,258"
Israel Lottery Council for Culture and Arts,"$1,879,288"
Topkapi Films,"$32,356,898"
E2 Films,"$694,750"
XTR,"$818,230"
VX119,"$2,880,671"
Pais,"$717,165"
Cultural Administration,"$717,165"
Timeless Films,"$31,697,523"
Wind Chill Media Group,"$752,698"
Gutta Percha Productions,"$752,698"
Another Sunday,"$72,460,332"
History E&M,"$72,460,332"
Beijing Galloping Horse,"$94,036,853"
Renovo Media Group,"$565,170"
Good Country Pictures,"$565,170"
Ramesh Sippy Entertainment,"$15,001,417"
Fetisoff Illusion,"$4,885,296"
Cherry Sky Films,"$628,444"
Visualizer Film,"$296,528,678"
Level 22,"$585,833"
Five Smooth Stones Productions,"$585,833"
Irresistible Films Productions Limited,"$104,529,486"
Homeland Pictures Limited,"$104,529,486"
Irresistible Beta Limited,"$104,529,486"
Edko Beijing Films,"$104,529,486"
Backup Films,"$42,526,579"
Andamar Entertianment,"$606,162"
Region Provence Alpes,"$15,723,078"
Purple Pebble Pictures,"$739,123"
Roy Kapur Films,"$739,123"
Disarming Films,"$2,547,349"
Mercury Films Inc,"$785,610"
Huace Pictures,"$50,020,197"
Galatee Films,"$50,165,191"
Wooden Door,"$549,632"
Dog Green Productions,"$573,465"
Toy Gun Films,"$549,185"
Touchdown Productions,"$549,185"
Carte Blanche Cinema,"$2,175,559"
Such Content,"$1,980,342"
Beamer Boy,"$886,861"
First Access Entertainment,"$886,861"
Atom Egoyan,"$1,802,211"
Le Fresnoy,"$7,098,139"
Bell Fund,"$778,323"
Telus Fund,"$776,717"
TVO,"$776,717"
Ing,"$11,960,258"
Masproduction,"$1,732,228"
Lieutenant Films,"$1,732,228"
Parkhouse Pictures,"$3,489,362"
Blazing Griffin,"$953,705"
Constellation Creatives,"$847,527"
Cobo Fund,"$9,737,253"
MAJ Productions,"$544,890"
Black Light District,"$626,231"
Say Ahh Productions,"$626,231"
Logan Pictures,"$626,231"
Suppetie Regeling,"$9,662,214"
Prime Time Omroep Max,"$9,662,214"
Isabella Films,"$9,662,214"
Hot Docs Development Fund,"$712,620"
Pasaca Entertainment,"$554,079"
Bell Media,"$796,453"
Grimm Pictures,"$54,500,169"
Warner Brothers Korea,"$54,500,169"
Harbin Films,"$54,500,169"
Community Films,"$5,059,856"
Apparatus,"$3,721,988"
Merlina Entertainment,"$3,721,988"
1984 PDC,"$3,721,988"
Safady Entertainment,"$3,721,988"
ITS Capital,"$3,721,988"
Viscape Arts,"$546,382"
Global View Entertainment,"$546,382"
CN5 Productions,"$12,849,744"
Populist Pictures,"$536,023"
Jouror Cinema,"$12,211,897"
Tom Sawyer Entertainment,"$2,094,966"
Saffron Broadcast & Media Limited,"$13,553,861"
Quixotic Endevors,"$572,948"
Automat Pictures,"$1,350,931"
American Documentary,"$905,279"
Grey Water Park Productions,"$555,335"
Marching Band Productions,"$555,335"
Caneo Films,"$54,947,770"
Jagged Edge Productions,"$1,008,555"
ITN Distribution,"$1,008,555"
Prima TV,"$967,033"
Les Films de Beyrouth,"$531,813"
YL Pictures,"$813,914"
Terz Film,"$4,604,818"
AC Films,"$1,784,380"
JoBro,"$1,457,870"
L'Aide aux Cinema du Monde,"$13,434,012"
Indus,"$529,179"
Window Seat Films,"$529,136"
Frakas Productions,"$7,039,409"
Al Weiwei,"$1,781,380"
Sarah Arison Productions,"$1,080,528"
Fabiola Beracasa Beckman,"$1,080,528"
Planned Projects,"$1,080,528"
Mediaweaver Entertainment,"$1,080,528"
La Banque Postale Image 7,"$3,192,435"
Brouhaha Entertainment,"$2,379,434"
Mandviwalla Entertainment Distribution,"$5,019,297"
GEO Films,"$5,019,297"
Encyclomedia,"$5,019,297"
Lashari Films,"$5,019,297"
AAA Motion Pictures,"$5,019,297"
Ranfilm,"$524,963"
Imagex,"$524,963"
Tele-Action,"$524,963"
Samsa Film,"$4,385,306"
Dogfish Pictures,"$1,611,811"
Go Films,"$585,852"
Floren Shieh Productions,"$533,445"
KBRO HK Limited,"$95,475,614"
Shanghai Tencent Pictures Cultural Diffusion Company,"$117,037,703"
Shanghai PMF Pictures Company,"$48,615,024"
Mandarin Vision Company,"$42,148,570"
Realm Media Group,"$42,148,570"
Dangmai Films Company,"$42,148,570"
Jiangsu Zhongman Films Company,"$42,148,570"
Shanghai Ju Hong Film and TV Culture Studio,"$42,148,570"
Tian Jin Mao Yan We Ying Media Company,"$42,148,570"
Youku Information Technology Company,"$42,148,570"
Free Whale Pictures Company,"$42,148,570"
Go Gigi Go Productions,"$3,379,278"
Acteurs Auteurs Associes,"$519,596"
Embrem Entertainment,"$523,971"
Ezekiel Film,"$5,998,461"
Hessen Invest Film,"$26,143,398"
Dakota Group,"$1,003,807"
Addison Street Films,"$517,262"
Road Pictures,"$517,262"
North Shore Entertainment,"$517,262"
Berney Films,"$532,892"
Buffalo Gal Pictures,"$7,565,486"
Kalispel Films,"$1,465,265"
Appreciated Films,"$1,463,872"
Single Malt Pictures,"$1,463,872"
Wallimage,"$23,595,060"
Petit Film,"$3,149,293"
Arte Cofinova,"$3,149,293"
Marakesh Films,"$1,019,585"
Rise Films,"$705,283"
Delante Films,"$9,261,711"
Kare Productions,"$9,261,711"
4G Vision,"$515,399"
Gibson Williams Capital,"$515,399"
Robbie Brenner Productions,"$668,503"
Dreamline Pictures LLC,"$510,957"
Freeride Entertainment,"$542,427"
The Bubble Factory,"$533,235"
Pimienta Films,"$2,010,543"
Blond Indian,"$1,588,408"
Revolution Ready,"$506,520"
Roycroft Camera,"$506,520"
Obscura Company,"$506,520"
Belladonna Productions,"$2,145,647"
Tdog Productions,"$976,627"
Lama Films,"$1,809,679"
Tax Shelter Incentive of the Federal Government of Belgium,"$1,809,679"
Sansa Films,"$1,809,679"
Blaq Out,"$1,809,679"
Universcine,"$1,809,679"
Films From There,"$1,809,679"
FOHS Foundation,"$1,809,679"
Audience Design Fund,"$1,809,679"
Script Associes,"$34,936,771"
Banque Populaire Images,"$34,936,771"
Lagniappe,"$7,021,651"
Beijing New Pictures Film Co,"$98,537,963"
Ren Film,"$5,953,886"
IDTV Film production,"$4,277,957"
NCRV,"$4,161,287"
MC8 Entertainment,"$500,104"
Rebel Road Entertainment,"$741,189"
Beijing Runjin Investment,"$17,402,233"
Gabriel Inc.,"$9,092,352"
Pictanovo,"$16,616,652"
AKW Productions,"$506,303"
Panorama Films,"$5,602,584"
Rita Productions,"$15,192,009"
Barajoun Entertainment,"$648,599"
Tigerlily Films,"$902,684"
The Imaginarium Studios,"$4,903,116"
Muse Film and Television,"$807,756"
Alison Klayman,"$807,756"
United Expression Media,"$807,756"
Fandango Le Pact,"$22,932,147"
Sofica Coficup,"$22,932,147"
Mubi,"$1,108,783"
The Glendale Picture Company,"$1,577,585"
Synchronicity Films,"$1,577,585"
Manon 4,"$3,917,502"
Jupiter Film,"$62,490,342"
Britbox,"$483,685"
Picomedia,"$15,147,770"
Marvelous Productions,"$3,183,094"
Kabo Films,"$483,516"
UTV Spot Boy,"$6,882,054"
Kaila Pictures Co. Ltd.,"$45,642,013"
Shudder Films,"$5,699,270"
Canal Brasil,"$11,122,489"
CCG Guardian,"$480,991"
Melvin Childs,"$480,774"
Optimum Releasing,"$7,315,871"
Mon Voisin Productions,"$478,710"
Jacavi Films,"$478,595"
Electric Republic,"$478,595"
Content Media Corporation,"$2,593,509"
Cineforom,"$11,436,783"
A List Films,"$698,390"
Bandai Visual,"$25,604,193"
"International Media Co., Ltd","$132,455,593"
Film Movement,"$783,275"
New Israeli Foundation for Cinema and Television,"$754,544"
Arnon Goldfinger,"$754,544"
Monkeywrench,"$471,334"
Achtung Panda! Media,"$3,802,750"
Sky Arts,"$808,627"
Allegro Film,"$9,602,911"
Shogakukan,"$62,737,725"
Moxie Firecracker Films,"$466,114"
Daryl Prince Productions,"$3,589,634"
Maze Pictures,"$2,399,175"
Tele München Gruppe,"$2,394,619"
Movie Management Corporation,"$2,394,619"
Les Films d'Ici,"$3,464,747"
Vital Projects,"$462,961"
Vision World,"$3,119,830"
Huntsman Productions,"$461,689"
Lowsun Productions,"$1,725,841"
Region Rhone Alps,"$21,299,398"
Telepool,"$680,646"
Duncan Kenworthy,"$14,094,094"
RBB,"$1,224,525"
Iervolino,"$2,039,225"
WWPS.TV,"$700,997"
Jalapeno Goat,"$456,590"
Evolution and Development Technology S.A.,"$456,590"
Rooftop Films,"$499,311"
Office Federal De La Culture,"$10,938,845"
Anchor Bay Films,"$4,711,072"
Submarine Deluxe,"$636,146"
New Entertainment World,"$26,749,542"
Emmay Entertainment Pvt. Ltd,"$49,490,558"
No Limit Films,"$449,482"
Evolution Management,"$449,482"
Landmark Studio Group,"$459,707"
Park Ex Pictures,"$447,080"
Filmpool Nord,"$2,675,747"
Mantaray Film,"$607,847"
NiKA Media,"$600,108"
Elk Film,"$600,108"
Alba Collins,"$600,108"
erbp,"$584,881"
Little Dust Productions,"$697,062"
New Element Media,"$1,006,759"
Detailfilm,"$10,774,869"
Blank Tape,"$2,083,090"
Filmkameratene AS,"$8,375,607"
Vigilante Productions,"$524,243"
Low Mind Films,"$961,911"
Better Wide,"$961,911"
Beijing Skywheel Entertainment Co Ltd,"$70,840,654"
Zhejiang Dongyang Mayla Media Co Ltd,"$70,840,654"
Integral Productions,"$1,151,559"
Tripod Media Productions,"$534,652"
ORF,"$3,426,507"
Region Ile-de-France,"$19,287,259"
RG Entertainment,"$433,588"
Little Magic Films,"$4,511,553"
Telecine,"$11,156,021"
La Lucarne,"$460,635"
Mr. Box,"$863,056"
El Ride Productions,"$495,142"
Lucidity Entertainment,"$495,142"
Beer Money Worldwide,"$446,584"
Bun-Buku Inc,"$5,492,261"
Kunal Kohli,"$6,004,138"
Luv Films,"$792,795"
ORF - Austrian Broadcasting Corporation,"$1,392,641"
William Levy Entertainment,"$425,332"
Amoeba Film,"$788,613"
Albertine Productions,"$1,289,837"
Cinea Productions,"$1,289,837"
Monumental Television,"$1,289,837"
Fit Via Fi Films,"$456,853"
Clyde Is Hungry Films,"$942,190"
Colgate University,"$467,295"
BSM Studios,"$1,792,577"
She's Beautiful Film Project,"$423,143"
Pick Up Truck Pictures,"$23,106,578"
Therapy Content,"$521,181"
Fuller Films,"$1,856,761"
Film First,"$646,235"
Jafar Panahi Film Productions,"$13,777,019"
Huanxi Media Group Limited,"$463,162,849"
Canal Street Communications,"$450,422"
Field Office Films,"$450,422"
Construction Film,"$2,070,740"
Cuomo Cole Productions,"$425,224"
American Hero Movie LLC,"$419,952"
Survivors of the Shoah Visual History Foundation,"$419,762"
MDR,"$2,515,674"
AV Club,"$648,183"
JD Entertainment,"$430,445"
Landafar Entertainment,"$430,445"
Baffin Media Ltd,"$430,445"
Night & Day Pictures,"$423,578"
Skion GMBH,"$417,215"
Sixth Wave Productions,"$417,215"
ScotiaBank,"$417,215"
Silesia Film,"$2,710,478"
British Film Company,"$16,878,124"
Historias Cinematograficas,"$5,095,227"
HummelFilm,"$3,091,200"
Moviecity,"$3,091,200"
Fabienne Vonier,"$3,091,200"
Stephane Parthenay,"$3,091,200"
NDF International,"$486,511"
Wishart Media Co,"$11,979,457"
Enchant Film and Television Culture Co,"$11,979,457"
Bjornquist Films,"$413,656"
Union Movie LLC,"$413,656"
Autumn Bailey Entertainment,"$413,522"
Pryor Entertainment,"$413,522"
En’Val Entertainment,"$413,522"
Kojo Pictures,"$1,942,032"
Transmission Films,"$1,611,592"
Body Image Movement,"$1,611,592"
Don't Look Now,"$3,829,202"
Aura Film Partnership,"$411,746"
Sony Music Entertainment Legacy,"$36,850,786"
Thirteen Productions,"$2,404,466"
Implement Productions,"$640,794"
Outside Films,"$34,335,829"
Quad Productions,"$14,362,043"
Jaywalk Studios,"$31,834,305"
New Clues Films,"$31,834,305"
The National Cinema Centre of Armenia,"$427,012"
People of AR Productions,"$427,012"
Palodeon Pictures,"$427,012"
H&H Films,"$427,012"
Bideford Productions,"$1,129,692"
Martingale Pictures,"$1,090,044"
LOD Productions,"$1,082,505"
Paradise Entertainment,"$1,082,505"
Flying Horse Productions,"$1,082,505"
Tuesday Films,"$1,082,505"
They Are Going to Kill Us Prods,"$737,645"
Nordmedia,"$52,568,858"
Look!,"$640,126"
McCreary Entertainment,"$408,159"
Angel City,"$408,159"
Hans Ritter,"$429,448"
Big Swing Productions,"$407,838"
5000 Broadway Productions,"$407,838"
Crew Neck,"$406,284"
Meteor 17,"$406,284"
Regina K. Scully,"$411,115"
Paul Blavin,"$411,115"
Ask Kodansha Co Ltd,"$405,409"
West Bengal Government,"$402,723"
23/34 Productions,"$403,853"
Jonathan Schwartz,"$524,451"
Upload Films,"$1,084,500"
Public Record,"$452,319"
Abstract Productions,"$455,122"
Filmpunkt,"$452,372"
Film Afrika Worldwide,"$34,299,855"
Full Circle Releasing,"$408,229"
Film Rock,"$408,229"
Hill and Brand Entertainment,"$408,229"
West Madison Entertainment,"$3,401,038"
Romanian Centre of Cinematography,"$1,934,225"
Rio Negro,"$2,178,315"
UFA Fiction,"$418,412"
Good Deed Entertainment,"$706,678"
Ukbar Filmes,"$3,072,879"
Alacran Pictures,"$2,454,089"
Film & Music Entertainment,"$3,843,063"
Sola Media,"$3,158,840"
Tradewind Pictures,"$1,358,840"
Big Wave,"$1,358,840"
MTN Movies,"$1,358,840"
Filmsat59,"$1,358,840"
The Save Our Seas Foundation,"$1,358,840"
UGC Images,"$8,555,504"
ARP,"$14,895,863"
Deeper Water Films,"$807,188"
Tiny Ponies,"$424,149"
Paradox Entertainment,"$1,116,752"
Collide Distribution,"$391,167"
Planet 9 Productions,"$391,167"
San Francisco Film Society,"$443,205"
Collective Eye,"$608,158"
Heidi Ewing,"$390,170"
Rachel Grady,"$390,170"
A.S. Films,"$11,284,346"
Zack Films,"$11,284,346"
Movie Temple,"$388,915"
Africa Filmes,"$3,455,027"
Cinemage,"$4,968,678"
Cofinova SRG SSR,"$4,968,678"
American Work Inc.,"$387,517"
Pense Productions,"$397,803"
Appaloosa Development,"$11,265,780"
Freedom Principle,"$430,608"
The Last Picture Company,"$385,580"
Studio Urania,"$4,213,298"
Soficinema 8 LBP15,"$10,569,015"
Les Films Des.,"$10,569,015"
Charles Solomon Jr.,"$1,158,877"
Trinity Diversified Film Fund,"$1,158,877"
Compagnie Cinematographer Europeenne,"$59,148,176"
Sugarpeace,"$422,347"
Hill District Media,"$422,347"
25 Stories,"$422,347"
Asmik Ace Entertainment Ltd,"$928,119"
Dreamagine Entertainment,"$382,946"
CS Films,"$6,550,709"
Tips Industries,"$5,124,967"
Screen Capital,"$439,579"
Screen One,"$439,579"
Case Study Films,"$439,579"
Unified Pictures,"$2,270,773"
Epithete Films,"$6,811,218"
Clearstone Films,"$380,017"
Artimage Entertainment,"$984,407"
August Point Productions,"$379,890"
CKM Entertainment,"$379,890"
GordonStreet Pictures,"$1,297,745"
Deep Blue Pictures,"$449,224"
Meridian Entertainment,"$25,882,372"
India Take One Productions,"$377,014"
ER Productions,"$377,014"
Andea Sperling,"$499,109"
Front Porch Films,"$499,109"
Cineimage 13,"$9,991,995"
Roads Entertainment,"$814,755"
Sligoville,"$738,637"
